,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PRICE_Duplicate,BEDS_Duplicate,BATHS_Duplicate,SQUARE FEET_Duplicate,YEAR BUILT_Duplicate,PRICE_ESTIMATE
114,MLS Listing,,Single Family Residential,2163 W Leland Ave,Chicago,IL,60625,750000,3.0,1.5,CHI - Lincoln Square,1642.0,2282.0,1891.0,1,457.0,,Active,November-13-2021 01:00 PM,November-13-2021 03:00 PM,http://www.redfin.com/IL/Chicago/2163-W-Leland-Ave-60625/home/13391425,MRED,11267638,N,Y,41.9665972,-87.6832061,750000,3.0,1.5,1642.0,1891.0,250700.6212364575
116,MLS Listing,,Single Family Residential,7022 W 64th St,Chicago,IL,60638,560000,5.0,3.5,CHI - Clearing,3100.0,3659.0,1965.0,1,181.0,,Active,,,http://www.redfin.com/IL/Chicago/7022-W-64th-St-60638/home/13996878,MRED,11267624,N,Y,41.7758356,-87.796871,560000,5.0,3.5,3100.0,1965.0,1001604.7268892447
117,MLS Listing,,Single Family Residential,1242 N Damen Ave,Chicago,IL,60622,899900,3.0,3.0,CHI - West Town,2760.0,2657.0,1895.0,1,326.0,,Active,,,http://www.redfin.com/IL/Chicago/1242-N-Damen-Ave-60622/home/14107566,MRED,11267614,N,Y,41.904517,-87.6775489,899900,3.0,3.0,2760.0,1895.0,927162.507616003
118,MLS Listing,,Condo/Co-op,2430 N Lakeview Ave Unit 11-12N,Chicago,IL,60614,2400000,5.0,4.5,CHI - Lincoln Park,5600.0,,1927.0,1,429.0,11471.0,Active,,,http://www.redfin.com/IL/Chicago/2430-N-Lakeview-Ave-60614/unit-11-12N/home/49882143,MRED,11267610,N,Y,41.9264053,-87.6394718,2400000,5.0,4.5,5600.0,1927.0,1964148.3243559487
122,MLS Listing,,Single Family Residential,13138 S Vernon Ave,Chicago,IL,60827,80000,2.0,1.5,Golden Gates,1440.0,,1969.0,1,56.0,,Active,,,http://www.redfin.com/IL/Chicago/13138-S-Vernon-Ave-60827/home/13045311,MRED,11267594,N,Y,41.6565794,-87.611869,80000,2.0,1.5,1440.0,1969.0,383759.82522936864
123,MLS Listing,,Single Family Residential,7244 W Everell Ave,Chicago,IL,60631,895000,5.0,3.5,CHI - Norwood Park,4000.0,4125.0,2020.0,1,224.0,,Active,,,http://www.redfin.com/IL/Chicago/7244-W-Everell-Ave-60631/home/13565397,MRED,11196895,N,Y,41.9928917,-87.8086247,895000,5.0,3.5,4000.0,2020.0,1349698.525165799
124,MLS Listing,,Condo/Co-op,4061 N Sheridan Rd #3,Chicago,IL,60613,469900,3.0,2.0,CHI - Uptown,1609.0,,1906.0,1,292.0,361.0,Active,November-12-2021 05:00 PM,November-12-2021 06:30 PM,http://www.redfin.com/IL/Chicago/4061-N-Sheridan-Rd-60613/unit-3/home/13392139,MRED,11265933,N,Y,41.9562359,-87.654221,469900,3.0,2.0,1609.0,1906.0,362734.8914947142
125,MLS Listing,,Single Family Residential,5514 S Kostner Ave,Chicago,IL,60629,250000,5.0,3.0,CHI - West Elsdon,1249.0,,1925.0,1,200.0,,Active,,,http://www.redfin.com/IL/Chicago/5514-S-Kostner-Ave-60629/home/14007370,MRED,11267568,N,Y,41.7925894,-87.7332569,250000,5.0,3.0,1249.0,1925.0,262721.71218356956
127,MLS Listing,,Single Family Residential,5140 S Rutherford Ave,Chicago,IL,60638,599900,5.0,3.5,CHI - Garfield Ridge,2885.0,,1959.0,1,208.0,,Active,November-14-2021 12:00 PM,November-14-2021 02:00 PM,http://www.redfin.com/IL/Chicago/5140-S-Rutherford-Ave-60638/home/14029747,MRED,11267574,N,Y,41.7983528,-87.7908298,599900,5.0,3.5,2885.0,1959.0,926514.1041937768
130,MLS Listing,,Condo/Co-op,2116 N Halsted St #2,Chicago,IL,60614,1075000,4.0,3.5,CHI - Lincoln Park,2700.0,,2008.0,1,398.0,200.0,Active,November-14-2021 12:00 PM,November-14-2021 01:30 PM,http://www.redfin.com/IL/Chicago/2116-N-Halsted-St-60614/unit-2/home/40376958,MRED,11267551,N,Y,41.9205285,-87.6488155,1075000,4.0,3.5,2700.0,2008.0,1032212.1540845013
131,MLS Listing,,Condo/Co-op,30 W Oak St Unit 7A,Chicago,IL,60610,2349500,3.0,3.5,CHI - Near North Side,3349.0,,2007.0,1,702.0,2792.0,Active,,,http://www.redfin.com/IL/Chicago/30-W-Oak-St-60610/unit-7A/home/18924584,MRED,11267550,N,Y,41.9008046,-87.6294752,2349500,3.0,3.5,3349.0,2007.0,1346410.622074578
132,Redfin Data,,Single Family Residential,2935 N Merrimac Ave,Chicago,IL,60634,245900,2.0,1.0,Chicago,1050.0,3720.0,1923.0,1,234.0,,Pre On-Market,,,http://www.redfin.com/IL/Chicago/2935-N-Merrimac-Ave-60634/home/13438133,Coming Soon,78602,N,Y,41.9339238,-87.7818096,245900,2.0,1.0,1050.0,1923.0,102303.28737673908
133,Redfin Data,,Multi-Family (2-4 Unit),3904 N Newland Ave,Chicago,IL,60634,425000,4.0,2.0,Chicago,2351.0,3750.0,1921.0,1,181.0,,Pre On-Market,,,http://www.redfin.com/IL/Chicago/3904-N-Newland-Ave-60634/home/13470744,Coming Soon,78600,N,Y,41.9510819,-87.8000978,425000,4.0,2.0,2351.0,1921.0,506316.61583929695
134,MLS Listing,,Condo/Co-op,230 E Ontario St #2301,Chicago,IL,60611,186000,1.0,1.0,CHI - Near North Side,875.0,,1969.0,1,213.0,778.0,Active,,,http://www.redfin.com/IL/Chicago/230-E-Ontario-St-60611/unit-2301/home/14097034,MRED,11267532,N,Y,41.8936581,-87.6212229,186000,1.0,1.0,875.0,1969.0,207789.41446206253
136,MLS Listing,,Condo/Co-op,440 N Wabash Ave #4911,Chicago,IL,60611,295000,1.0,1.0,Plaza 440 Private Residences,807.0,,1992.0,1,366.0,525.0,Active,,,http://www.redfin.com/IL/Chicago/440-N-Wabash-Ave-60611/unit-4911/home/12599436,MRED,11267527,N,Y,41.8903291,-87.6269895,295000,1.0,1.0,807.0,1992.0,212167.8243448888
138,MLS Listing,,Townhouse,6334 S Lockwood Ave,Chicago,IL,60638,244900,3.0,2.0,CHI - Clearing,988.0,,1946.0,1,248.0,,Active,,,http://www.redfin.com/IL/Chicago/6334-S-Lockwood-Ave-60638/home/13995484,MRED,11267525,N,Y,41.777233,-87.754677,244900,3.0,2.0,988.0,1946.0,210613.72765911184
139,MLS Listing,,Single Family Residential,8617 S Lowe Ave,Chicago,IL,60620,189500,5.0,2.0,CHI - Auburn Gresham,2518.0,4656.0,1910.0,1,75.0,,Active,,,http://www.redfin.com/IL/Chicago/8617-S-Lowe-Ave-60620/home/13225542,MRED,11267513,N,Y,41.7372872,-87.6397868,189500,5.0,2.0,2518.0,1910.0,437829.6864901753
141,MLS Listing,,Condo/Co-op,655 W Irving Park Rd #314,Chicago,IL,60613,200000,2.0,1.0,CHI - Lake View,849.0,,1975.0,1,236.0,592.0,Active,,,http://www.redfin.com/IL/Chicago/655-W-Irving-Park-Rd-60613/unit-314/home/12667400,MRED,11267504,N,Y,41.9543355,-87.6469625,200000,2.0,1.0,849.0,1975.0,97186.05926889507
142,MLS Listing,,Single Family Residential,7606 S Paulina St,Chicago,IL,60620,239900,5.0,2.0,CHI - Auburn Gresham,1056.0,3750.0,1940.0,1,227.0,,Active,November-13-2021 11:00 AM,November-13-2021 02:00 PM,http://www.redfin.com/IL/Chicago/7606-S-Paulina-St-60620/home/13911000,MRED,11267507,N,Y,41.7554716,-87.6663006,239900,5.0,2.0,1056.0,1940.0,7199.338419435546
143,MLS Listing,,Condo/Co-op,2506 W Hollywood Ave #1,Chicago,IL,60659,149900,1.0,1.0,CHI - West Ridge,900.0,,1931.0,1,167.0,245.0,Active,,,http://www.redfin.com/IL/Chicago/2506-W-Hollywood-Ave-60659/unit-1/home/12707235,MRED,11267493,N,Y,41.9851158,-87.6923755,149900,1.0,1.0,900.0,1931.0,172802.4106846843
144,MLS Listing,,Single Family Residential,8011 S Emerald Ave,Chicago,IL,60620,164900,3.0,1.0,CHI - Auburn Gresham,900.0,3123.0,1967.0,1,183.0,,Active,,,http://www.redfin.com/IL/Chicago/8011-S-Emerald-Ave-60620/home/13227403,MRED,11267497,N,Y,41.74846,-87.6425622,164900,3.0,1.0,900.0,1967.0,-4768.429704505019
146,MLS Listing,,Condo/Co-op,41 E 8th St #1207,Chicago,IL,60605,395000,2.0,2.0,CHI - Loop,1300.0,,2003.0,1,304.0,740.0,Active,November-13-2021 01:00 PM,November-13-2021 03:00 PM,http://www.redfin.com/IL/Chicago/41-E-8th-St-60605/unit-1207/home/12680447,MRED,11262220,N,Y,41.8717102,-87.6263215,395000,2.0,2.0,1300.0,2003.0,483262.02105928864
148,MLS Listing,,Single Family Residential,6458 S Lamon Ave,Chicago,IL,60638,339900,3.0,2.0,CHI - Clearing,1198.0,3654.0,1989.0,1,284.0,,Active,,,http://www.redfin.com/IL/Chicago/6458-S-Lamon-Ave-60638/home/13994349,MRED,11267472,N,Y,41.7748401,-87.7448938,339900,3.0,2.0,1198.0,1989.0,325916.2293021204
149,MLS Listing,,Condo/Co-op,811 W Eastwood Ave #401,Chicago,IL,60640,249900,2.0,2.0,CHI - Uptown,1088.0,,1917.0,1,230.0,403.0,Active,November-13-2021 02:00 PM,November-13-2021 04:00 PM,http://www.redfin.com/IL/Chicago/811-W-Eastwood-Ave-60640/unit-401/home/12621855,MRED,11267468,N,Y,41.9661377,-87.6506559,249900,2.0,2.0,1088.0,1917.0,318745.0587673597
150,MLS Listing,,Single Family Residential,2717 W Jarvis Ave,Chicago,IL,60645,410000,3.0,1.5,CHI - West Ridge,1581.0,3720.0,1952.0,1,259.0,,Active,,,http://www.redfin.com/IL/Chicago/2717-W-Jarvis-Ave-60645/home/13601981,MRED,11267460,N,Y,42.015528,-87.6980248,410000,3.0,1.5,1581.0,1952.0,300233.4258188298
151,MLS Listing,,Condo/Co-op,655 W Irving Park Rd #3817,Chicago,IL,60613,249000,1.0,1.0,CHI - Lake View,840.0,,1973.0,1,296.0,650.0,Active,,,http://www.redfin.com/IL/Chicago/655-W-Irving-Park-Rd-60613/unit-3817/home/12683125,MRED,11267451,N,Y,41.9543355,-87.6469625,249000,1.0,1.0,840.0,1973.0,201187.80726571288
153,MLS Listing,,Condo/Co-op,401 E Ontario St #4204,Chicago,IL,60611,305000,1.0,1.0,CHI - Near North Side,775.0,,1990.0,1,394.0,657.0,Active,,,http://www.redfin.com/IL/Chicago/401-E-Ontario-St-60611/unit-4204/home/12765469,MRED,11267454,N,Y,41.893214,-87.6169215,305000,1.0,1.0,775.0,1990.0,199740.94511033595
155,MLS Listing,,Single Family Residential,10633 S Vernon Ave S,Chicago,IL,60628,254900,3.0,2.0,CHI - Roseland,1500.0,3781.0,1949.0,1,170.0,,Active,,,http://www.redfin.com/IL/Chicago/10633-S-Vernon-Ave-60628/home/13079720,MRED,11267440,N,Y,41.7008671,-87.612139,254900,3.0,2.0,1500.0,1949.0,376681.2148823673
156,MLS Listing,,Condo/Co-op,4435 S Oakenwald Ave #4,Chicago,IL,60653,659000,3.0,2.0,CHI - Kenwood,3400.0,,2005.0,1,194.0,328.0,Active,,,http://www.redfin.com/IL/Chicago/4435-S-Oakenwald-Ave-60653/unit-4/home/18916778,MRED,11267434,N,Y,41.8144449,-87.5954343,659000,3.0,2.0,3400.0,2005.0,1043635.7236328432
157,MLS Listing,,Condo/Co-op,1542 W Diversey Pkwy #2,Chicago,IL,60614,369000,2.0,2.0,CHI - Lake View,1200.0,,1997.0,1,308.0,173.0,Active,November-13-2021 01:00 PM,November-13-2021 03:00 PM,http://www.redfin.com/IL/Chicago/1542-W-Diversey-Pkwy-60614/unit-2/home/13363715,MRED,11267426,N,Y,41.932608,-87.6676001,369000,2.0,2.0,1200.0,1997.0,444710.45949035976
158,MLS Listing,,Condo/Co-op,1030 N State St Unit 52H,Chicago,IL,60610,595000,2.0,2.0,CHI - Near North Side,1500.0,,1970.0,1,397.0,1035.0,Active,,,http://www.redfin.com/IL/Chicago/1030-N-State-St-60610/unit-52H/home/14110795,MRED,11267423,N,Y,41.9015297,-87.6286369,595000,2.0,2.0,1500.0,1970.0,509526.6571684759
161,MLS Listing,,Condo/Co-op,5455 N Sheridan Rd #405,Chicago,IL,60640,105000,0.0,1.0,CHI - Edgewater,600.0,,1972.0,1,175.0,363.0,Active,,,http://www.redfin.com/IL/Chicago/5455-N-Sheridan-Rd-60640/unit-405/home/13400763,MRED,11267420,N,Y,41.9817637,-87.6547271,105000,0.0,1.0,600.0,1972.0,232923.4461993277
163,MLS Listing,,Single Family Residential,5808 S Newcastle Ave,Chicago,IL,60638,269900,3.0,2.0,CHI - Garfield Ridge,1004.0,4159.0,1956.0,1,269.0,,Active,,,http://www.redfin.com/IL/Chicago/5808-S-Newcastle-Ave-60638/home/13999419,MRED,11267404,N,Y,41.7863631,-87.7928757,269900,3.0,2.0,1004.0,1956.0,226994.86468212213
167,MLS Listing,,Single Family Residential,2727 N Moody Ave,Chicago,IL,60639,265000,4.0,2.0,CHI - Belmont Cragin,800.0,4216.0,1949.0,1,331.0,,Active,,,http://www.redfin.com/IL/Chicago/2727-N-Moody-Ave-60639/home/12556780,MRED,11267387,N,Y,41.9301178,-87.7792733,265000,4.0,2.0,800.0,1949.0,45148.72345389379
168,MLS Listing,,Condo/Co-op,4518 W Wellington Ave Unit 4518-2,Chicago,IL,60641,149900,2.0,1.0,CHI - Hermosa,875.0,,1928.0,1,171.0,178.0,Active,,,http://www.redfin.com/IL/Chicago/4518-W-Wellington-Ave-60641/unit-4518-2/home/177156641,MRED,11267388,N,Y,41.9354449,-87.7402407,149900,2.0,1.0,875.0,1928.0,52349.0890521002
169,MLS Listing,,Condo/Co-op,1550 N Clark St #302,Chicago,IL,60610,1500000,2.0,2.5,CHI - Near North Side,2477.0,,2020.0,1,606.0,1516.0,Active,,,http://www.redfin.com/IL/Chicago/1550-N-Clark-St-60610/unit-302/home/147616649,MRED,11267393,N,Y,41.9109282,-87.6319169,1500000,2.0,2.5,2477.0,2020.0,982010.248874383
170,MLS Listing,,Single Family Residential,2640 N Hamlin Ave,Chicago,IL,60647,415000,5.0,2.0,CHI - Logan Square,1907.0,,1903.0,1,218.0,,Active,November-13-2021 11:00 AM,November-13-2021 12:30 PM,http://www.redfin.com/IL/Chicago/2640-N-Hamlin-Ave-60647/home/13447955,MRED,11266110,N,Y,41.9294691,-87.7222449,415000,5.0,2.0,1907.0,1903.0,235787.85697669396
172,MLS Listing,,Condo/Co-op,70 W Burton Pl Unit 1801F,Chicago,IL,60610,209900,1.0,1.0,CHI - Near North Side,750.0,,1967.0,1,280.0,667.0,Active,,,http://www.redfin.com/IL/Chicago/70-W-Burton-Pl-60610/unit-1801F/home/14114116,MRED,11267382,N,Y,41.9096149,-87.63123,209900,1.0,1.0,750.0,1967.0,165813.555359961
174,MLS Listing,,Condo/Co-op,815 W Superior St #3,Chicago,IL,60642,449500,2.0,2.0,CHI - West Town,1500.0,,1997.0,1,300.0,252.0,Active,,,http://www.redfin.com/IL/Chicago/815-W-Superior-St-60642/unit-3/home/12725052,MRED,11267372,N,Y,41.8953049,-87.6485231,449500,2.0,2.0,1500.0,1997.0,540029.7493856782
175,MLS Listing,,Single Family Residential,5436 S Keeler Ave,Chicago,IL,60632,240000,2.0,1.0,CHI - West Elsdon,1116.0,5039.0,1944.0,1,215.0,,Active,November-13-2021 12:00 PM,November-13-2021 03:00 PM,http://www.redfin.com/IL/Chicago/5436-S-Keeler-Ave-60632/home/14021547,MRED,11267374,N,Y,41.7938857,-87.7283242,240000,2.0,1.0,1116.0,1944.0,146998.1584337554
176,MLS Listing,,Single Family Residential,4922 W Walton St,Chicago,IL,60651,325000,4.0,2.5,CHI - Austin,1700.0,,1916.0,1,191.0,,Active,,,http://www.redfin.com/IL/Chicago/4922-W-Walton-St-60651/home/13278793,MRED,11267359,N,Y,41.897981,-87.749323,325000,4.0,2.5,1700.0,1916.0,399398.2657893426
177,MLS Listing,,Single Family Residential,4848 W Berteau Ave,Chicago,IL,60641,799900,6.0,4.0,CHI - Portage Park,4231.0,6250.0,1936.0,1,189.0,,Active,,,http://www.redfin.com/IL/Chicago/4848-W-Berteau-Ave-60641/home/13478019,MRED,11267337,N,Y,41.9572653,-87.7494029,799900,6.0,4.0,4231.0,1936.0,1324648.2840627977
178,MLS Listing,,Condo/Co-op,3550 N Lake Shore Dr #1821,Chicago,IL,60657,179900,1.0,1.0,CHI - Lake View,873.0,,1962.0,1,206.0,572.0,Active,,,http://www.redfin.com/IL/Chicago/3550-N-Lake-Shore-Dr-60657/unit-1821/home/13378889,MRED,11267322,N,Y,41.9480112,-87.6438535,179900,1.0,1.0,873.0,1962.0,199245.74343607854
179,MLS Listing,,Condo/Co-op,2545 S Dearborn St #404,Chicago,IL,60616,310000,2.0,2.0,Opera Lofts,1102.0,,1909.0,1,281.0,305.0,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/2545-S-Dearborn-St-60616/unit-404/home/113096965,MRED,11267316,N,Y,41.8464499,-87.6278148,310000,2.0,2.0,1102.0,1909.0,314155.33904626593
181,MLS Listing,,Single Family Residential,7349 S Winchester Ave,Chicago,IL,60636,249900,3.0,2.0,CHI - West Englewood,933.0,4164.0,1925.0,1,268.0,,Active,,,http://www.redfin.com/IL/Chicago/7349-S-Winchester-Ave-60636/home/13910099,MRED,11267338,N,Y,41.7597819,-87.6719251,249900,3.0,2.0,933.0,1925.0,169413.89723159
183,MLS Listing,,Condo/Co-op,2916 N Pine Grove Ave #2,Chicago,IL,60657,275000,1.0,1.0,CHI - Lake View,985.0,,1917.0,1,279.0,387.0,Active,,,http://www.redfin.com/IL/Chicago/2916-N-Pine-Grove-Ave-60657/unit-2/home/13371016,MRED,11267333,N,Y,41.934641,-87.642094,275000,1.0,1.0,985.0,1917.0,183993.12463499326
186,MLS Listing,,Single Family Residential,10003 S Saint Lawrence Ave,Chicago,IL,60628,119900,4.0,2.0,CHI - Roseland,1050.0,3750.0,1948.0,1,114.0,,Active,,,http://www.redfin.com/IL/Chicago/10003-S-St-Lawrence-Ave-60628/home/13086481,MRED,11267315,N,Y,41.7126597,-87.6087831,119900,4.0,2.0,1050.0,1948.0,123451.72087713331
191,MLS Listing,,Condo/Co-op,454 N Aberdeen St Unit 1N,Chicago,IL,60642,540000,2.0,2.0,CHI - West Town,1600.0,,2005.0,1,338.0,240.0,Active,November-13-2021 12:00 PM,November-13-2021 02:00 PM,http://www.redfin.com/IL/Chicago/454-N-Aberdeen-St-60642/unit-1N/home/12610574,MRED,11265455,N,Y,41.8904751,-87.6549126,540000,2.0,2.0,1600.0,2005.0,580840.7992669931
193,MLS Listing,,Single Family Residential,8545 S Vernon Ave,Chicago,IL,60619,164900,4.0,2.0,CHI - Chatham,1387.0,6921.0,1925.0,1,119.0,,Active,,,http://www.redfin.com/IL/Chicago/8545-S-Vernon-Ave-60619/home/13223102,MRED,11267310,N,Y,41.7388264,-87.6126019,164900,4.0,2.0,1387.0,1925.0,204542.9409337761
197,MLS Listing,,Condo/Co-op,,Chicago,IL,60643,119999,2.0,1.0,CHI - Beverly,700.0,,1960.0,1,171.0,140.0,Active,,,http://www.redfin.com/IL/Chicago/Undisclosed-address-60643/home/12710695,MRED,11267294,N,Y,41.704295,-87.669803,119999,2.0,1.0,700.0,1960.0,32897.98294466315
200,MLS Listing,,Condo/Co-op,4300 W Ford City Dr #810,Chicago,IL,60652,39900,2.0,1.5,CHI - West Lawn,750.0,,1970.0,1,53.0,348.0,Active,,,http://www.redfin.com/IL/Chicago/4300-W-Ford-City-Dr-60652/unit-810/home/13980623,MRED,11267273,N,Y,41.7539407,-87.7307287,39900,2.0,1.5,750.0,1970.0,165655.20262632752
201,MLS Listing,,Single Family Residential,3818 W 64th Pl,Chicago,IL,60629,359900,6.0,3.0,CHI - West Lawn,1747.0,3720.0,1948.0,1,206.0,,Active,November-13-2021 12:00 PM,November-13-2021 03:00 PM,http://www.redfin.com/IL/Chicago/3818-W-64th-Pl-60629/home/13991900,MRED,11267272,N,Y,41.7761773,-87.7185893,359900,6.0,3.0,1747.0,1948.0,337815.0339961676
204,MLS Listing,,Condo/Co-op,5133 N Winthrop Ave Unit 1A,Chicago,IL,60640,240000,2.0,2.0,CHI - Uptown,1100.0,,1911.0,1,218.0,205.0,Active,November-13-2021 11:00 AM,November-13-2021 01:00 PM,http://www.redfin.com/IL/Chicago/5133-N-Winthrop-Ave-60640/unit-1A/home/147480346,MRED,11267261,N,Y,41.9761843,-87.657556,240000,2.0,2.0,1100.0,1911.0,315779.36542601604
205,MLS Listing,,Condo/Co-op,211 N Harbor Dr #2002,Chicago,IL,60601,1865054,3.0,2.0,CHI - Loop,1638.0,,2021.0,1,1139.0,1325.0,Active,,,http://www.redfin.com/IL/Chicago/211-N-Harbor-Dr-60601/unit-2002/home/177155938,MRED,11267249,N,Y,41.8856379,-87.6154707,1865054,3.0,2.0,1638.0,2021.0,501869.6674800869
207,MLS Listing,,Condo/Co-op,5050 S East End Ave Unit 12D,Chicago,IL,60615,183000,3.0,2.0,CHI - Kenwood,1275.0,,1956.0,1,144.0,1057.0,Active,,,http://www.redfin.com/IL/Chicago/5050-S-East-End-Ave-60615/unit-12D/home/109469959,MRED,11267223,N,Y,41.8028466,-87.5857262,183000,3.0,2.0,1275.0,1956.0,313099.9565542266
208,MLS Listing,,Condo/Co-op,1211 S Prairie Ave #5301,Chicago,IL,60605,1600000,3.0,3.0,Museum Park,2924.0,,2007.0,1,547.0,2348.0,Active,,,http://www.redfin.com/IL/Chicago/1211-S-Prairie-Ave-60605/unit-5301/home/39571329,MRED,11267224,N,Y,41.8667098,-87.6212676,1600000,3.0,3.0,2924.0,2007.0,1105801.7315856917
211,MLS Listing,,Single Family Residential,4309 N Bernard St,Chicago,IL,60618,889000,4.0,3.5,CHI - Irving Park,3400.0,3123.0,2021.0,1,261.0,,Active,November-13-2021 12:00 PM,November-13-2021 02:00 PM,http://www.redfin.com/IL/Chicago/4309-N-Bernard-St-60618/home/13484083,MRED,11267219,N,Y,41.959667,-87.7140867,889000,4.0,3.5,3400.0,2021.0,1269310.5045374166
212,MLS Listing,,Condo/Co-op,40 E 9th St #1716,Chicago,IL,60605,345000,3.0,3.0,CHI - Loop,1900.0,,1920.0,1,182.0,1338.0,Active,,,http://www.redfin.com/IL/Chicago/40-E-9th-St-60605/unit-1716/home/12647387,MRED,11267218,N,Y,41.8707384,-87.6263891,345000,3.0,3.0,1900.0,1920.0,682157.4804875734
213,MLS Listing,,Single Family Residential,3723 W 68th Pl,Chicago,IL,60629,269900,3.0,2.5,CHI - West Lawn,2022.0,,1940.0,1,133.0,,Active,,,http://www.redfin.com/IL/Chicago/3723-W-68th-Pl-60629/home/13990044,MRED,11267217,N,Y,41.7685541,-87.7161648,269900,3.0,2.5,2022.0,1940.0,637942.3116983385
215,MLS Listing,,Single Family Residential,3119 W 84th Pl,Chicago,IL,60652,259000,3.0,2.0,CHI - Ashburn,1189.0,4874.0,1955.0,1,218.0,,Active,,,http://www.redfin.com/IL/Chicago/3119-W-84th-Pl-60652/home/13963470,MRED,11267200,N,Y,41.7396133,-87.7000564,259000,3.0,2.0,1189.0,1955.0,284645.3492947095
216,MLS Listing,,Condo/Co-op,700 N Larrabee St #1507,Chicago,IL,60654,1250000,3.0,3.0,CHI - Near North Side,2456.0,,2006.0,1,509.0,1160.0,Active,,,http://www.redfin.com/IL/Chicago/700-N-Larrabee-St-60654/unit-1507/home/177155630,MRED,11267194,N,Y,41.8947154,-87.6433384,1250000,3.0,3.0,2456.0,2006.0,955973.8951928015
217,MLS Listing,,Condo/Co-op,1035 N Dearborn St Unit 8E,Chicago,IL,60610,899000,2.0,2.0,Maple Tower,2000.0,,2006.0,1,450.0,1634.0,Active,November-13-2021 12:30 PM,November-13-2021 02:30 PM,http://www.redfin.com/IL/Chicago/1035-N-Dearborn-St-60610/unit-8E/home/12604205,MRED,11267197,N,Y,41.9016563,-87.6294752,899000,2.0,2.0,2000.0,2006.0,709062.9299502773
